TERMS AND CONDITIONS
https://www.bankofcanada.ca/terms/

NAME
"Unemployment rate"

DESCRIPTION
"Scroll down for data."

LINK
"https://www.bankofcanada.ca/?p=201766"

SERIES
id,label,description
1983Q3,0.11780050278,0.12258749962,0.13787850380,0.13227869987,0.12318019867,0.11831669807,0.11686320305,0.11604740143,0.11604740143,0.11604740143,0.11604740143,0.11621640205,0.11621640205,0.11621640205,0.11621640205,0.11663490295,0.11663490295,0.11663490295,0.11663490295,0.11663490295,0.11663490295,0.11663490295,0.11663490295,0.11663490295,0.11663490295,0.11663490295,0.11663490295,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11497409821,0.11495510101,0.11495510101,0.11495514280,0.11495514280,0.11495514280,0.11495514280,0.11495514280,0.11495514280,0.11645246424,0.11645242862,0.11645242862,0.11645242862,0.11641256550,0.11641256550,0.11641256550,0.11641256550,0.11701789128,0.11701789128,0.11701789128,0.11701789128,0.11701789128,0.11701789128,0.11701789128,0.11701789128,0.11701789128,0.11701789128,0.11701789128,0.11701789128,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11682736462,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11741651384,0.11766667000,0.11766667000,0.11766667000,0.11666667000,0.11666667000,0.11666667000,0.11666667000,0.11666667000,0.11666667000,0.11674163130,0.11674163130,0.11674075650,0.11674075650,0.11674075650,0.11674075650,0.11644678894,0.11644678894,0.11644678894,0.11268952784
1983Q4,0.11554109573,0.11828410149,0.13690660477,0.13167989731,0.12112540245,0.11810520172,0.11118450165,0.11145039558,0.11145039558,0.11145039558,0.11145039558,0.11152649879,0.11152649879,0.11152649879,0.11152649879,0.11172969818,0.11172969818,0.11172969818,0.11172969818,0.11172969818,0.11172969818,0.11172969818,0.11172969818,0.11172969818,0.11172969818,0.11172969818,0.11172969818,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078470230,0.11078469057,0.11078469057,0.11078469057,0.11078469057,0.11078469057,0.11078469057,0.11170209320,0.11170212766,0.11170212766,0.11170212766,0.11170212766,0.11170212766,0.11170212766,0.11170212766,0.11213582776,0.11213582776,0.11213582776,0.11213582776,0.11213582776,0.11213582776,0.11213582776,0.11213582776,0.11213582776,0.11213582776,0.11213582776,0.11213582776,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11179085812,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11202972055,0.11200000000,0.11200000000,0.11200000000,0.11266667000,0.11266667000,0.11266667000,0.11266667000,0.11300000000,0.11300000000,0.11319122852,0.11319122852,0.11319035021,0.11319035021,0.11319035021,0.11319035021,0.11289520100,0.11289520100,0.11289520100,0.10756461123
1984Q1,0.11302319527,0.11389820099,0.13492050171,0.12923879623,0.11798150063,0.11708270073,0.10852829933,0.11296489716,0.11323010445,0.11323010445,0.11323010445,0.11418100357,0.11418100357,0.11418100357,0.11418100357,0.11332739830,0.11332739830,0.11332739830,0.11332739830,0.11346420288,0.11346420288,0.11346420288,0.11346420288,0.11346420288,0.11346420288,0.11346420288,0.11346420288,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11277850151,0.11278149605,0.11278149605,0.11278154384,0.11278154384,0.11278154384,0.11278154384,0.11278154384,0.11278154384,0.11343150052,0.11343150613,0.11343150613,0.11343150613,0.11349934469,0.11349934469,0.11349934469,0.11349934469,0.11240031291,0.11240031291,0.11240031291,0.11240031291,0.11240031291,0.11240031291,0.11240031291,0.11240031291,0.11240031291,0.11240031291,0.11240031291,0.11240031291,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11194353618,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11245489512,0.11266667000,0.11266667000,0.11266667000,0.11300000000,0.11300000000,0.11300000000,0.11300000000,0.11300000000,0.11300000000,0.11321091417,0.11321091417,0.11321003587,0.11321003587,0.11321003587,0.11321003587,0.11291489321,0.11291489321,0.11291489321,0.10585948158
1984Q2,0.11089509964,0.10943090439,0.13242250443,0.12658020020,0.11444299698,0.11450010300,0.10635049820,0.11010649681,0.11392919540,0.11393230438,0.11393230438,0.11374919891,0.11374919891,0.11374919891,0.11374919891,0.11393019676,0.11393019676,0.11393019676,0.11393019676,0.11430190086,0.11430190086,0.11430190086,0.11430190086,0.11430190086,0.11430190086,0.11430190086,0.11430190086,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405819893,0.11405821127,0.11405821127,0.11405821127,0.11405821127,0.11405821127,0.11405821127,0.11457377301,0.11457383329,0.11457383329,0.11457383329,0.11455971647,0.11455971647,0.11455971647,0.11455971647,0.11485687495,0.11485687495,0.11485687495,0.11485687495,0.11485687495,0.11485687495,0.11485687495,0.11485687495,0.11485687495,0.11485687495,0.11485687495,0.11485687495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11424785495,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11492579976,0.11500000000,0.11500000000,0.11500000000,0.11500000000,0.11500000000,0.11500000000,0.11500000000,0.11500000000,0.11500000000,0.11545579897,0.11545579897,0.11545492290,0.11545492290,0.11545492290,0.11545492290,0.11516052739,0.11516052739,0.11516052739,0.10636332183
1984Q3,0.10755319595,0.10417140007,0.12974169731,0.12298139572,0.11209230423,0.11121339798,0.10430560112,0.10724120140,0.11329170227,0.11070879936,0.11302880287,0.11224740028,0.11224740028,0.11224740028,0.11224740028,0.11289159775,0.11289159775,0.11289159775,0.11289159775,0.11262029648,0.11262029648,0.11262029648,0.11262029648,0.11262029648,0.11262029648,0.11262029648,0.11262029648,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11185569763,0.11183469772,0.11183469772,0.11183466982,0.11183466982,0.11183466982,0.11183466982,0.11183466982,0.11183466982,0.11265752900,0.11265754272,0.11265754272,0.11265754272,0.11259694417,0.11259694417,0.11259694417,0.11259694417,0.11303346650,0.11303346650,0.11303346650,0.11303346650,0.11303346650,0.11303346650,0.11303346650,0.11303346650,0.11303346650,0.11303346650,0.11303346650,0.11303346650,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11361217442,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11389287006,0.11366667000,0.11366667000,0.11366667000,0.11433333000,0.11433333000,0.11433333000,0.11433333000,0.11433333000,0.11433333000,0.11456847152,0.11456847152,0.11456759457,0.11456759457,0.11456759457,0.11456759457,0.11427290374,0.11427290374,0.11427290374,0.10398328679
1984Q4,0.10434009552,0.09971875191,0.12659420013,0.11850000381,0.10932880402,0.10822259903,0.10167830467,0.10813269615,0.11159970284,0.10938380241,0.11328909874,0.11121780396,0.11121780396,0.11121780396,0.11121780396,0.11124449730,0.11124460220,0.11124449730,0.11124449730,0.11094820023,0.11094820023,0.11094820023,0.11094820023,0.11094820023,0.11094820023,0.11094820023,0.11094820023,0.11078900337,0.11078900337,0.11078900337,0.11078900337,0.11078900337,0.11078900337,0.11078900337,0.11078900337,0.11078900337,0.11078900337,0.11078909874,0.11078909874,0.11078909874,0.11078909874,0.11078909874,0.11078909874,0.11079500198,0.11079500198,0.11079499705,0.11079499705,0.11079499705,0.11079499705,0.11079499705,0.11079499705,0.11119396471,0.11119393394,0.11119393394,0.11119393394,0.11117678805,0.11117678805,0.11117678805,0.11117678805,0.11150737164,0.11150737164,0.11150737164,0.11150737164,0.11150737164,0.11150737164,0.11150737164,0.11150737164,0.11150737164,0.11150737164,0.11150737164,0.11150737164,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11255155241,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11307556088,0.11300000000,0.11300000000,0.11300000000,0.11266667000,0.11266667000,0.11266667000,0.11266667000,0.11266667000,0.11266667000,0.11298395742,0.11298395742,0.11298307890,0.11298307890,0.11298307890,0.11298307890,0.11268786070,0.11268786070,0.11268786070,0.10120975115
1985Q1,0.10034040451,0.09557508469,0.12213950157,0.11342960358,0.10732660294,0.10724909782,0.10289870262,0.10776390076,0.11392100334,0.10997790337,0.11118359566,0.11095859528,0.11136219978,0.11136219978,0.11136219978,0.11088950157,0.11088950157,0.11090000000,0.11088950157,0.11112000465,0.11112000465,0.11112000465,0.11112000465,0.11076479912,0.11076479912,0.11076479912,0.11076479912,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11010849953,0.11012330055,0.11012330055,0.11012328436,0.11012328436,0.11012328436,0.11012328436,0.11012328436,0.11012328436,0.11074894887,0.11074893486,0.11074893486,0.11074893486,0.11079158857,0.11079158857,0.11079158857,0.11079158857,0.11004199370,0.11004199370,0.11004199370,0.11004199370,0.11004199370,0.11004199370,0.11004199370,0.11004199370,0.11004199370,0.11004199370,0.11004199370,0.11004199370,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.11074443055,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10941456085,0.10933333000,0.10933333000,0.10933333000,0.10800000000,0.10800000000,0.10800000000,0.10800000000,0.10800000000,0.10800000000,0.10814669327,0.10814669327,0.10814580996,0.10814580996,0.10814580996,0.10814580996,0.10784898182,0.10784898182,0.10784898182,0.09537005595
1985Q2,0.09683479309,0.09236809731,0.11708169937,0.10781450272,0.10433739662,0.10316590309,0.10399450302,0.11035449982,0.11281160355,0.10629969597,0.10559269905,0.10945989609,0.10562609673,0.10595939636,0.10595939636,0.10550640106,0.10550640106,0.10550000000,0.10550640106,0.10593740463,0.10593740463,0.10593740463,0.10593740463,0.10605019569,0.10605019569,0.10605019569,0.10605019569,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572310448,0.10572589874,0.10572589874,0.10572593323,0.10572593323,0.10572593323,0.10572593323,0.10572593323,0.10572593323,0.10654860962,0.10654861853,0.10654861853,0.10654861853,0.10654861853,0.10654861853,0.10654861853,0.10654861853,0.10666005367,0.10666005367,0.10666005367,0.10666005367,0.10666005367,0.10666005367,0.10666005367,0.10666005367,0.10666005367,0.10666005367,0.10666005367,0.10666005367,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10760733735,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10809560881,0.10766667000,0.10766667000,0.10766667000,0.10700000000,0.10700000000,0.10700000000,0.10700000000,0.10700000000,0.10700000000,0.10722945055,0.10722945055,0.10722856633,0.10722856633,0.10722856633,0.10722856633,0.10693143291,0.10693143291,0.10693143291,0.09341481753
1985Q3,,0.08920340538,0.11177470207,0.10214309692,0.10186360359,0.09922698975,0.10320520401,0.11147910118,0.11170869827,0.10396220207,0.10278530121,0.10509480476,0.10413979530,0.10327380180,0.10297880173,0.10254790306,0.10254790306,0.10250000000,0.10254790306,0.10221610069,0.10221610069,0.10221610069,0.10221610069,0.10204620361,0.10204620361,0.10204620361,0.10204620361,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10161520004,0.10159629822,0.10159629822,0.10159632394,0.10159632394,0.10159632394,0.10159632394,0.10159632394,0.10159632394,0.10243807613,0.10243803538,0.10243803538,0.10243803538,0.10240490611,0.10240490611,0.10240490611,0.10240490611,0.10248227580,0.10248227580,0.10248227580,0.10248227580,0.10248227580,0.10248227580,0.10248227580,0.10248227580,0.10248227580,0.10248227580,0.10248227580,0.10248227580,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10399066678,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10439720517,0.10466667000,0.10466667000,0.10466667000,0.10300000000,0.10300000000,0.10300000000,0.10300000000,0.10300000000,0.10300000000,0.10345293767,0.10345293767,0.10345204971,0.10345204971,0.10345204971,0.10345204971,0.10315365938,0.10315365938,0.10315365938,0.08862859612
1985Q4,,,0.10659449577,0.09730972290,0.09964468956,0.09509684563,0.10164990425,0.11288269997,0.11140540123,0.10255149841,0.10162429810,0.10330550194,0.10461460114,0.10333979607,0.10229999542,0.10146369934,0.10146369934,0.10150000000,0.10146369934,0.10111240387,0.10111240387,0.10111240387,0.10111240387,0.10172499657,0.10172499657,0.10172499657,0.10172499657,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092180252,0.10092178035,0.10092178035,0.10092178035,0.10092178035,0.10092178035,0.10092178035,0.10162888156,0.10162887738,0.10162887738,0.10162887738,0.10161610576,0.10161610576,0.10161610576,0.10161610576,0.10185008343,0.10185008343,0.10185008343,0.10185008343,0.10185008343,0.10185008343,0.10185008343,0.10185008343,0.10185008343,0.10185008343,0.10185008343,0.10185008343,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10304859169,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10361227580,0.10366667000,0.10366667000,0.10366667000,0.10233333000,0.10233333000,0.10233333000,0.10233333000,0.10233333000,0.10233333000,0.10247485965,0.10247485965,0.10247397072,0.10247397072,0.10247397072,0.10247397072,0.10217525487,0.10217525487,0.10217525487,0.08706225473
1986Q1,,,,0.09299536705,0.09895648003,0.09377383232,0.10412059784,0.11340559959,0.11190620422,0.10219169617,0.10143560410,0.10280119896,0.10190019608,0.10127929688,0.10003339767,0.09782018661,0.09734682083,0.09730000000,0.09731422424,0.09743708611,0.09743708611,0.09743708611,0.09743708611,0.09693149567,0.09693149567,0.09693149567,0.09693149567,0.09628290176,0.09628290176,0.09628290176,0.09628290176,0.09624462128,0.09624462128,0.09624462128,0.09624462128,0.09624462128,0.09624462128,0.09624462128,0.09624462128,0.09624462128,0.09624462128,0.09624462128,0.09624462128,0.09624210358,0.09624210358,0.09624210002,0.09624210002,0.09624210002,0.09624210002,0.09624210002,0.09624210002,0.09681292557,0.09681289839,0.09681289839,0.09681289839,0.09681289839,0.09681289839,0.09681289839,0.09681289839,0.09690488858,0.09690488858,0.09690488858,0.09690488858,0.09690488858,0.09690488858,0.09690488858,0.09690488858,0.09690488858,0.09690488858,0.09690488858,0.09690488858,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09861288930,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966385028,0.09966667000,0.09966667000,0.09966667000,0.09833333000,0.09833333000,0.09833333000,0.09833333000,0.09833333000,0.09833333000,0.09874330311,0.09874330311,0.09874241048,0.09874241048,0.09874241048,0.09874241048,0.09844245269,0.09844245269,0.09844245269,0.08292538811
1986Q2,,,,,0.09738542557,0.09106822014,0.10720780373,0.11665189743,0.11128749847,0.09978867531,0.09866936684,0.09912783623,0.09677036285,0.09838831902,0.09870782852,0.09566005707,0.09573053360,0.09570000000,0.09566184998,0.09570554733,0.09570554733,0.09570554733,0.09570554733,0.09586378098,0.09586378098,0.09586378098,0.09586378098,0.09551222801,0.09551222801,0.09551222801,0.09551222801,0.09539137840,0.09539137840,0.09539137840,0.09539137840,0.09539137840,0.09539137840,0.09539137840,0.09539137840,0.09539137840,0.09539137840,0.09539137840,0.09539137840,0.09539137840,0.09539137840,0.09539137945,0.09539137945,0.09539137945,0.09539137945,0.09539137945,0.09539137945,0.09594240937,0.09594233983,0.09594233983,0.09594233983,0.09594712558,0.09594712558,0.09594712558,0.09594712558,0.09583983035,0.09583983035,0.09583983035,0.09583983035,0.09583983035,0.09583983035,0.09583983035,0.09583983035,0.09583983035,0.09583983035,0.09583983035,0.09583983035,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09687992072,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09713076436,0.09733333000,0.09733333000,0.09733333000,0.09600000000,0.09600000000,0.09600000000,0.09600000000,0.09600000000,0.09600000000,0.09616792335,0.09616792335,0.09616702817,0.09616702817,0.09616702817,0.09616702817,0.09586621324,0.09586621324,0.09586621324,0.07982212670
1986Q3,,,,,,0.08861171722,0.10888750076,0.11802559853,0.11186840057,0.09892102242,0.09797719955,0.09494359016,0.09298802376,0.09671840668,0.09682680130,0.09685178757,0.09516346931,0.09770000000,0.09692223549,0.09668716431,0.09668716431,0.09668716431,0.09668716431,0.09637617111,0.09637617111,0.09637617111,0.09637617111,0.09547356606,0.09547356606,0.09547356606,0.09547356606,0.09555322647,0.09555322647,0.09555322647,0.09555322647,0.09555322647,0.09555322647,0.09555322647,0.09555322647,0.09555322647,0.09555322647,0.09555322647,0.09555322647,0.09555322647,0.09555322647,0.09555323045,0.09555323045,0.09555323045,0.09555323045,0.09555323045,0.09555323045,0.09595219965,0.09595217337,0.09595217337,0.09595217337,0.09599860474,0.09599860474,0.09599860474,0.09599860474,0.09628409116,0.09628409116,0.09628409116,0.09628409116,0.09628409116,0.09628409116,0.09628409116,0.09628409116,0.09628409116,0.09628409116,0.09628409116,0.09628409116,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09607651561,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09625369338,0.09600000000,0.09600000000,0.09600000000,0.09566667000,0.09566667000,0.09566667000,0.09566667000,0.09566667000,0.09566667000,0.09593161568,0.09593161568,0.09593072027,0.09593072027,0.09593072027,0.09593072027,0.09562982669,0.09562982669,0.09562982669,0.07946469284
1986Q4,,,,,,,0.11226739883,0.11995229721,0.11439720154,0.09906169891,0.09814622879,0.09425150871,0.09134092331,0.09598791122,0.09407850266,0.09616592407,0.09426108360,0.09730000000,0.09417701721,0.09413771629,0.09413771629,0.09413771629,0.09413771629,0.09495158195,0.09495158195,0.09495158195,0.09495158195,0.09392510414,0.09392510414,0.09392510414,0.09392510414,0.09402355194,0.09402355194,0.09402355194,0.09402355194,0.09402355194,0.09402355194,0.09402355194,0.09402355194,0.09402355194,0.09402355194,0.09402355194,0.09402355194,0.09403824806,0.09403824806,0.09403825108,0.09403825108,0.09403825108,0.09403825108,0.09403825108,0.09403825108,0.09448956294,0.09448955772,0.09448955772,0.09448955772,0.09448623420,0.09448623420,0.09448623420,0.09448623420,0.09457963229,0.09457963229,0.09457963229,0.09457963229,0.09457963229,0.09457963229,0.09457963229,0.09457963229,0.09457963229,0.09457963229,0.09457963229,0.09457963229,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09461337902,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09465772954,0.09466667000,0.09466667000,0.09466667000,0.09433333000,0.09433333000,0.09433333000,0.09433333000,0.09433333000,0.09433333000,0.09461695423,0.09461695423,0.09461605752,0.09461605752,0.09461605752,0.09461605752,0.09431472639,0.09431472639,0.09431472639,0.07843244260
1987Q1,,,,,,,,0.11941379547,0.11720060349,0.10241840363,0.09971467018,0.09516547203,0.08848251343,0.09184984207,0.09222355843,0.09550269127,0.09475296021,0.09430000000,0.09401107788,0.09617008209,0.09617746353,0.09622616768,0.09622616768,0.09566952705,0.09566952705,0.09566952705,0.09566952705,0.09502648354,0.09502648354,0.09502648354,0.09502648354,0.09492051125,0.09492051125,0.09492051125,0.09492051125,0.09492051125,0.09492051125,0.09492051125,0.09492051125,0.09492051125,0.09492051125,0.09492051125,0.09492051125,0.09490579605,0.09490579605,0.09490579204,0.09490579204,0.09490579204,0.09490579204,0.09490579204,0.09490579204,0.09505724833,0.09505722178,0.09505722178,0.09505722178,0.09504315660,0.09504315660,0.09504315660,0.09504315660,0.09497461429,0.09497461429,0.09497461429,0.09497461429,0.09497461429,0.09497461429,0.09497461429,0.09497461429,0.09497461429,0.09497461429,0.09497461429,0.09497461429,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09423644191,0.09457376291,0.09457376291,0.09457376291,0.09457376291,0.09486650425,0.09486650425,0.09486650425,0.09486650425,0.09486650425,0.09486650425,0.09486650425,0.09486650425,0.09486650425,0.09486650425,0.09486650425,0.09486650425,0.09486650425,0.09500000000,0.09500000000,0.09500000000,0.09466667000,0.09466667000,0.09466667000,0.09466667000,0.09466667000,0.09466667000,0.09500840204,0.09500840204,0.09500750571,0.09500750571,0.09500750571,0.09500750571,0.09470630486,0.09470630486,0.09470630486,0.07893061741
