TERMS AND CONDITIONS
https://www.bankofcanada.ca/terms/

NAME
"Unemployment rate"

DESCRIPTION
"Scroll down for data."

LINK
"https://www.bankofcanada.ca/?p=201766"

SERIES
id,label,description
1987Q2,,,,,,,,,0.11913370132,0.10509559631,0.10042180061,0.09296218872,0.08557479858,0.08986582756,0.09010765076,0.09406027794,0.09383187294,0.09560000000,0.09165366173,0.09590236664,0.09117287636,0.09094610214,0.09094610214,0.09052492142,0.09052492142,0.09052492142,0.09052492142,0.09038416862,0.09038416862,0.09038416862,0.09038416862,0.09017655373,0.09017655373,0.09017655373,0.09017655373,0.09017655373,0.09017655373,0.09017655373,0.09017655373,0.09017655373,0.09017655373,0.09017655373,0.09017655373,0.09016730309,0.09016730309,0.09016729960,0.09016729960,0.09016729960,0.09016729960,0.09016729960,0.09016729960,0.09047723298,0.09047723989,0.09047723989,0.09047723989,0.09047502449,0.09047502449,0.09047502449,0.09047502449,0.09038548697,0.09038548697,0.09038548697,0.09038548697,0.09038548697,0.09038548697,0.09038548697,0.09038548697,0.09038548697,0.09038548697,0.09038548697,0.09038548697,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09017481990,0.09011229462,0.09011229462,0.09011229462,0.09011229462,0.09018911537,0.09018911537,0.09018911537,0.09018911537,0.09018911537,0.09018911537,0.09018911537,0.09018911537,0.09018911537,0.09018911537,0.09018911537,0.09018911537,0.09018911537,0.09000000000,0.09000000000,0.09000000000,0.09000000000,0.09000000000,0.09000000000,0.09000000000,0.09000000000,0.09000000000,0.09029870936,0.09029870936,0.09029780838,0.09029780838,0.09029780838,0.09029780838,0.08999504004,0.08999504004,0.08999504004,0.07418319778
1987Q3,,,,,,,,,,0.10883580208,0.10229809761,0.09340415955,0.08665538788,0.08960769653,0.08671735764,0.09118166924,0.09197996140,0.09320000000,0.09092436790,0.09298159599,0.09002327919,0.08844596863,0.08805622101,0.08722346306,0.08722346306,0.08722346306,0.08722346306,0.08664297104,0.08664297104,0.08664297104,0.08664297104,0.08689761162,0.08689761162,0.08689761162,0.08689761162,0.08689761162,0.08689761162,0.08689761162,0.08689761162,0.08689761162,0.08689761162,0.08689761162,0.08689761162,0.08691538811,0.08691538811,0.08691538599,0.08691538599,0.08691538599,0.08691538599,0.08691538599,0.08691538599,0.08676448223,0.08676445464,0.08676445464,0.08676445464,0.08680470772,0.08680470772,0.08680470772,0.08680470772,0.08689575295,0.08689575295,0.08689575295,0.08689575295,0.08689575295,0.08689575295,0.08689575295,0.08689575295,0.08689575295,0.08689575295,0.08689575295,0.08689575295,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08602968885,0.08588211265,0.08588211265,0.08588211265,0.08588211265,0.08583789211,0.08583789211,0.08583789211,0.08583789211,0.08583789211,0.08583789211,0.08583789211,0.08583789211,0.08583789211,0.08583789211,0.08583789211,0.08583789211,0.08583789211,0.08600000000,0.08600000000,0.08600000000,0.08566667000,0.08566667000,0.08566667000,0.08566667000,0.08566667000,0.08566667000,0.08626346818,0.08626346818,0.08626256319,0.08626256319,0.08626256319,0.08626256319,0.08595845184,0.08595845184,0.08595845184,0.07018126970
1987Q4,,,,,,,,,,,0.10140199661,0.09325544357,0.08489763260,0.08546191216,0.08387307167,0.08691287994,0.09069830894,0.09260000000,0.08967861176,0.09113135338,0.08927354813,0.08583099365,0.08253824234,0.08210026741,0.08210026741,0.08210026741,0.08210026741,0.08151649475,0.08151649475,0.08151649475,0.08151649475,0.08169951439,0.08169951439,0.08169951439,0.08169951439,0.08169951439,0.08169951439,0.08169951439,0.08169951439,0.08169951439,0.08169951439,0.08169951439,0.08169951439,0.08172649384,0.08172649384,0.08172649442,0.08172649442,0.08172649442,0.08172649442,0.08172649442,0.08172649442,0.08157373342,0.08157371001,0.08157371001,0.08157371001,0.08160442600,0.08160442600,0.08160442600,0.08160442600,0.08150496088,0.08150496088,0.08150496088,0.08150496088,0.08150496088,0.08150496088,0.08150496088,0.08150496088,0.08150496088,0.08150496088,0.08150496088,0.08150496088,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08166911919,0.08142265447,0.08142265447,0.08142265447,0.08142265447,0.08150419665,0.08150419665,0.08150419665,0.08150419665,0.08150419665,0.08150419665,0.08150419665,0.08150419665,0.08150419665,0.08150419665,0.08150419665,0.08150419665,0.08150419665,0.08133333000,0.08133333000,0.08133333000,0.08166667000,0.08166667000,0.08166667000,0.08166667000,0.08166667000,0.08166667000,0.08192404262,0.08192404262,0.08192313333,0.08192313333,0.08192313333,0.08192313333,0.08161757773,0.08161757773,0.08161757773,0.06636039388
1988Q1,,,,,,,,,,,,0.09324591637,0.08402120590,0.08358842850,0.08268127441,0.08308975220,0.09059371948,,0.08857107162,0.09031695366,0.08887266159,0.08159985542,0.08242699623,0.07961019993,0.07891510010,0.07891510010,0.07891510010,0.07825714111,0.07825714111,0.07825714111,0.07825714111,0.07810447216,0.07810447216,0.07810447216,0.07810447216,0.07781707764,0.07781707764,0.07781707764,0.07781707764,0.07781707764,0.07781707764,0.07781707764,0.07781707764,0.07779348850,0.07779348850,0.07779349364,0.07779349364,0.07779349364,0.07779349364,0.07779349364,0.07779349364,0.07803489836,0.07803489130,0.07803489130,0.07803489130,0.07796593815,0.07796593815,0.07796593815,0.07796593815,0.07874647002,0.07874647002,0.07874647002,0.07874647002,0.07874647002,0.07874647002,0.07874647002,0.07874647002,0.07874647002,0.07874647002,0.07874647002,0.07874647002,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07838671689,0.07870899358,0.07870899358,0.07870899358,0.07870899358,0.07872208512,0.07872208512,0.07872208512,0.07872208512,0.07872208512,0.07872208512,0.07872208512,0.07872208512,0.07872208512,0.07872208512,0.07872208512,0.07872208512,0.07872208512,0.07866667000,0.07866667000,0.07866667000,0.07900000000,0.07900000000,0.07900000000,0.07900000000,0.07900000000,0.07900000000,0.07912706286,0.07912706286,0.07912615081,0.07912615081,0.07912615081,0.07912615081,0.07881966431,0.07881966431,0.07881966431,0.06429291991
1988Q2,,,,,,,,,,,,,0.08210696220,0.08319437027,0.08173485756,0.08135263443,0.09012904167,,0.08829593658,0.08956725121,0.08717146873,0.08017938614,0.08250301361,0.07635622025,0.07746900082,0.07680599213,0.07680599213,0.07650658131,0.07650658131,0.07650658131,0.07650658131,0.07619094849,0.07619094849,0.07619094849,0.07619094849,0.07685338974,0.07685338974,0.07685338974,0.07685338974,0.07685338974,0.07685338974,0.07685338974,0.07685338974,0.07682246208,0.07682246208,0.07682245812,0.07682245812,0.07682245812,0.07682245812,0.07682245812,0.07682245812,0.07663831527,0.07663829992,0.07663829992,0.07663829992,0.07664751280,0.07664751280,0.07664751280,0.07664751280,0.07664301156,0.07664301156,0.07664301156,0.07664301156,0.07664301156,0.07664301156,0.07664301156,0.07664301156,0.07664301156,0.07664301156,0.07664301156,0.07664301156,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07679375869,0.07687810794,0.07687810794,0.07687810794,0.07687810794,0.07695405561,0.07695405561,0.07695405561,0.07695405561,0.07695405561,0.07695405561,0.07695405561,0.07695405561,0.07695405561,0.07695405561,0.07695405561,0.07695405561,0.07695405561,0.07700000000,0.07700000000,0.07700000000,0.07700000000,0.07700000000,0.07700000000,0.07700000000,0.07700000000,0.07700000000,0.07716900749,0.07716900749,0.07716809350,0.07716809350,0.07716809350,0.07716809350,0.07686095531,0.07686095531,0.07686095531,0.06297604500
1988Q3,,,,,,,,,,,,,,0.08272523880,0.08085595131,0.07997731209,0.08971079826,,0.08750409126,0.08885871887,0.08549094200,0.08084843636,0.08318904877,0.07651703835,0.07750501156,0.07922338009,0.07879840851,0.07842055798,0.07842055798,0.07842055798,0.07842055798,0.07872457981,0.07872457981,0.07872457981,0.07872457981,0.07895264149,0.07895264149,0.07895264149,0.07895264149,0.07895264149,0.07895264149,0.07895264149,0.07895264149,0.07894670963,0.07894670963,0.07894670909,0.07894670909,0.07894670909,0.07894670909,0.07894670909,0.07894670909,0.07902544348,0.07902539333,0.07902539333,0.07902539333,0.07901346793,0.07901346793,0.07901346793,0.07901346793,0.07822271849,0.07822271849,0.07822271849,0.07822271849,0.07822271849,0.07822271849,0.07822271849,0.07822271849,0.07822271849,0.07822271849,0.07822271849,0.07822271849,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07866468312,0.07889956568,0.07889956568,0.07889956568,0.07889956568,0.07862444060,0.07862444060,0.07862444060,0.07862444060,0.07862444060,0.07862444060,0.07862444060,0.07862444060,0.07862444060,0.07862444060,0.07862444060,0.07862444060,0.07862444060,0.07866667000,0.07866667000,0.07866667000,0.07800000000,0.07800000000,0.07800000000,0.07800000000,0.07800000000,0.07800000000,0.07838567939,0.07838567939,0.07838476660,0.07838476660,0.07838476660,0.07838476660,0.07807803335,0.07807803335,0.07807803335,0.06525478716
1988Q4,,,,,,,,,,,,,,,0.08058490753,0.07869009018,0.08960410118,,0.08644445419,0.08970662117,0.08497714043,0.08170027733,0.08189401627,0.07825128078,0.07564374924,0.07925477028,0.07844591141,0.07738391876,0.07738391876,0.07738391876,0.07738391876,0.07748727798,0.07748727798,0.07748727798,0.07748727798,0.07677720070,0.07677720070,0.07677721024,0.07677721024,0.07677721024,0.07677721024,0.07677721024,0.07677721024,0.07686542988,0.07686542988,0.07686542929,0.07686542929,0.07686542929,0.07686542929,0.07686542929,0.07686542929,0.07738888673,0.07738889949,0.07738889949,0.07738889949,0.07737229757,0.07737229757,0.07737229757,0.07737229757,0.07720334881,0.07720334881,0.07720334881,0.07720334881,0.07720334881,0.07720334881,0.07720334881,0.07720334881,0.07720334881,0.07720334881,0.07720334881,0.07720334881,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07653752631,0.07627840294,0.07627840294,0.07627840294,0.07627840294,0.07631229004,0.07631229004,0.07631229004,0.07631229004,0.07631229004,0.07631229004,0.07631229004,0.07631229004,0.07631229004,0.07631229004,0.07631229004,0.07631229004,0.07631229004,0.07633333000,0.07633333000,0.07633333000,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07700000000,0.07700000000,0.07700336927,0.07700336927,0.07700245511,0.07700245511,0.07700245511,0.07700245511,0.07669526180,0.07669526180,0.07669526180,0.06584351982
1989Q1,,,,,,,,,,,,,,,,0.07791860104,0.09093448639,,0.08523722649,0.08992017746,0.08305228233,0.08713620186,0.08317022324,0.08029204369,0.07876420975,0.07764819145,0.07770600796,0.07556150913,0.07558066845,0.07558066845,0.07558066845,0.07548480034,0.07548480034,0.07548480034,0.07548480034,0.07519467831,0.07519467831,0.07519467831,0.07519467831,0.07482958794,0.07482958794,0.07482958794,0.07482958794,0.07484444141,0.07484444141,0.07484443563,0.07484443563,0.07484443563,0.07484443563,0.07484443563,0.07484443563,0.07495796475,0.07495801500,0.07495801500,0.07495801500,0.07490007805,0.07490007805,0.07490007805,0.07490007805,0.07562215833,0.07562215833,0.07562215833,0.07562215833,0.07562215833,0.07562215833,0.07562215833,0.07562215833,0.07562215833,0.07562215833,0.07562215833,0.07562215833,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07540904785,0.07589406810,0.07589406810,0.07589406810,0.07589406810,0.07545387714,0.07545387714,0.07545387714,0.07545387714,0.07545387714,0.07545387714,0.07545387714,0.07545387714,0.07545387714,0.07545387714,0.07545387714,0.07545387714,0.07545387714,0.07533333000,0.07533333000,0.07533333000,0.07533333000,0.07533333000,0.07533333000,0.07533333000,0.07533333000,0.07533333000,0.07577318441,0.07577318441,0.07577226903,0.07577226903,0.07577226903,0.07577226903,0.07546466629,0.07546466629,0.07546466629,0.06644793171
1989Q2,,,,,,,,,,,,,,,,,0.09208519936,,0.08481776237,0.08909547806,0.08174676895,0.08815093040,0.08571037292,0.08403417587,0.08089632988,0.07822282791,0.07789019108,0.07434009075,0.07595783234,0.07598257065,0.07598257065,0.07569869041,0.07569869041,0.07569869041,0.07569869041,0.07660343170,0.07660343170,0.07660343170,0.07660343170,0.07637893200,0.07637893200,0.07637893200,0.07637893200,0.07635059834,0.07635059834,0.07635059958,0.07635059958,0.07635059958,0.07635059958,0.07635059958,0.07635059958,0.07595775631,0.07595772787,0.07595772787,0.07595772787,0.07596848016,0.07596848016,0.07596848016,0.07596848016,0.07594294426,0.07594294426,0.07594294426,0.07594294426,0.07594294426,0.07594294426,0.07594294426,0.07594294426,0.07594294426,0.07594294426,0.07594294426,0.07594294426,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07661973706,0.07690461879,0.07690461879,0.07690461879,0.07690461879,0.07656577266,0.07656577266,0.07656577266,0.07656577266,0.07656577266,0.07656577266,0.07656577266,0.07656577266,0.07656577266,0.07656577266,0.07656577266,0.07656577266,0.07656577266,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07666667000,0.07673820874,0.07673820874,0.07673729432,0.07673729432,0.07673729432,0.07673729432,0.07643001275,0.07643001275,0.07643001275,0.06920290140
1989Q3,,,,,,,,,,,,,,,,,,,0.08322225571,0.08847519875,0.08135975838,0.08878191948,0.08528195381,0.08548898697,0.08362671852,0.08171839714,0.08221699715,0.07583240986,0.07910481930,0.07471506119,0.07379573822,0.07425755024,0.07425755024,0.07425755024,0.07425755024,0.07456357002,0.07456357002,0.07456357002,0.07456357002,0.07444683075,0.07444683075,0.07444683075,0.07444683075,0.07443213940,0.07443213940,0.07443214048,0.07443214048,0.07443214048,0.07443214048,0.07443214048,0.07443214048,0.07410719743,0.07410718487,0.07410718487,0.07410718487,0.07411939104,0.07411939104,0.07411939104,0.07411939104,0.07327018306,0.07327018306,0.07327018306,0.07327018306,0.07327018306,0.07327018306,0.07327018306,0.07327018306,0.07327018306,0.07327018306,0.07327018306,0.07327018306,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07448374080,0.07471042059,0.07471042059,0.07471042059,0.07471042059,0.07434389537,0.07434389537,0.07434389537,0.07434389537,0.07434389537,0.07434389537,0.07434389537,0.07434389537,0.07434389537,0.07434389537,0.07434389537,0.07434389537,0.07434389537,0.07433333000,0.07433333000,0.07433333000,0.07366667000,0.07366667000,0.07366667000,0.07366667000,0.07366667000,0.07366667000,0.07407826007,0.07407826007,0.07407734301,0.07407734301,0.07407734301,0.07407734301,0.07376917616,0.07376917616,0.07376917616,0.06687647548
1989Q4,,,,,,,,,,,,,,,,,,,0.08391423225,0.08915222168,0.08188747406,0.09033365250,0.08610141754,0.08612764359,0.08751082420,0.08622656822,0.08744165421,0.07942429066,0.08068934441,0.07751295090,0.07639694214,0.07604506969,0.07604506969,0.07604506969,0.07604506969,0.07502699852,0.07502699852,0.07502700806,0.07502700806,0.07585360050,0.07585360050,0.07585360050,0.07585360050,0.07588715076,0.07588715076,0.07588715227,0.07588715227,0.07588715227,0.07588715227,0.07588715227,0.07588715227,0.07582264221,0.07582260372,0.07582260372,0.07582260372,0.07581193575,0.07581193575,0.07581193575,0.07581193575,0.07544194734,0.07544194734,0.07544194734,0.07544194734,0.07544194734,0.07544194734,0.07544194734,0.07544194734,0.07544194734,0.07544194734,0.07544194734,0.07544194734,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07497973872,0.07538087440,0.07538087440,0.07538087440,0.07538087440,0.07501475971,0.07501475971,0.07501475971,0.07501475971,0.07501475971,0.07501475971,0.07501475971,0.07501475971,0.07501475971,0.07501475971,0.07501475971,0.07501475971,0.07501475971,0.07500000000,0.07500000000,0.07500000000,0.07466667000,0.07466667000,0.07466667000,0.07466667000,0.07466667000,0.07466667000,0.07482747380,0.07482747380,0.07482655748,0.07482655748,0.07482655748,0.07482655748,0.07451863998,0.07451863998,0.07451863998,0.06681195752
1990Q1,,,,,,,,,,,,,,,,,,,,0.08862235069,0.08192632675,0.09129524231,0.08817893028,0.08782113075,0.09153592110,0.09282765388,0.09496754646,0.08489978790,0.08540513039,0.08187512398,0.07877776146,0.07707509995,0.07556262016,0.07556262016,0.07556262016,0.07493577957,0.07493577957,0.07493577957,0.07493577957,0.07444157124,0.07444157124,0.07444157124,0.07444157124,0.07461628914,0.07461628914,0.07461628703,0.07461628703,0.07461628703,0.07461628703,0.07461628703,0.07461628703,0.07498130764,0.07498133632,0.07498133632,0.07498133632,0.07491833878,0.07491833878,0.07491833878,0.07491833878,0.07567353500,0.07567353500,0.07567353500,0.07567353500,0.07567353500,0.07567353500,0.07567353500,0.07567353500,0.07567353500,0.07567353500,0.07567353500,0.07567353500,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07601435819,0.07661431351,0.07661431351,0.07661431351,0.07661431351,0.07627212091,0.07627212091,0.07627212091,0.07627212091,0.07627212091,0.07627212091,0.07627212091,0.07627212091,0.07627212091,0.07627212091,0.07627212091,0.07627212091,0.07627212091,0.07633333000,0.07633333000,0.07633333000,0.07633333000,0.07633333000,0.07633333000,0.07633333000,0.07633333000,0.07633333000,0.07651865751,0.07651865751,0.07651774288,0.07651774288,0.07651774288,0.07651774288,0.07621038824,0.07621038824,0.07621038824,0.06820115907
